Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1062.71251234993,1161.72710028722,1102.56486953249,989.847170700549,1094.09818489303
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,706.892691974846,700.037039377706,665.878447568436,597.529691893048,675.66318584916
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,10529.267435369,11838.0096159565,10542.1492864798,7568.04201096325,6357.19555043805
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,170874.293821817,175283.631807644,167019.618092859,157754.954373893,..
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,16885.4073948373,19186.359591641,19595.1415724355,20339.5212699052,23723.3402510345
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,110193.213797228,116786.511654677,112621.821337404,117370.496900162,133590.146975586
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,78985.6421357971,84923.3867797277,83183.1666089243,37646.3161952623,43873.5911643329
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,503.498058680237,512.543984587107,512.279659659088,462.404223694817,500.511031950657
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,500.165547203323,537.932204050438,584.362867276266,628.699481965162,634.835660105302
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,9979.80084103497,11074.0640947671,11132.0239344924,10160.7832470071,11109.2618387745
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,10062.9831158963,10823.636693042,11118.5565375032,7282.35848902548,10366.2933584066
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,795.682733038008,856.356531797333,840.175765032737,822.906143972366,873.794862375503
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,28823.5251162141,31567.9422383122,31198.2414453028,28977.5655673636,33486.671983855
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,4507.622862229,4769.19045858792,5188.97111429082,5567.97272706332,6172.14506539834
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1634.64360624694,1749.95423645373,1839.964449578,1868.4665735741,2166.04679858214
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10844.0363275302,11645.9819750468,11405.7268191397,9007.41910231356,9106.23720230699
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9434.38648739127,9857.02882925559,10145.1701829207,8655.00068206803,10045.6805004963
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3320.3549760029,3623.32933678299,3699.08151446862,3639.41269869588,3571.33676887856
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,3509.64733969975,4232.20688845801,4493.37030323867,4500.62446389838,5230.66173289497
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,173612.864622391,194280.82214105,199377.481831603,182538.638340211,234315.460503547
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,3708.24822282688,4165.02273851435,4394.94714713374,4041.17419587656,4566.14015433014
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,7803.41113682269,8850.09273291116,8909.65333601178,7677.15222569996,9465.70399879557
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3288.50219726563,3492.67333984375,3498.57397460938,3258.12133789063,3795.38012695313
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,462.700136882846,504.53588998541,508.163674567861,449.95520984244,491.839112773674
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1175.20255722301,1274.91565681381,1295.2014475589,1477.45287032594,1209.92694225482
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5453.57062209566,5687.3990933188,5126.17614357634,4251.17276622988,4865.55776470864
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,9361.3833433668,10400.9890716548,9786.02652564979,9307.88676841439,10648.1413901852
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1027.96548628326,1161.53437379778,1185.68267540752,1139.19027666733,1208.21853383767
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,48675.2223350213,53044.5324352253,52476.2732533327,52162.5701150406,57767.8788108173
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,33874.9237551731,36312.7278686719,34797.5186645024,34800.7595147977,37159.5467662165
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,42924.9955958449,43250.440973659,42865.233643554,41596.5055023403,48781.0266328884
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2127.28058532733,1981.85912037433,1890.27306467363,1863.10925664373,2045.53540189014
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,514.543312814178,567.330806700397,550.963555536013,564.822001755189,590.629454795899
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,1941.87948520625,2125.83428239448,2204.18157415589,2074.61392802438,2065.74906750923
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,5450.4928808666,6108.74010831698,6070.38805358275,5965.45023195365,6694.64112581709
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,30751.6410731534,25882.6335877863,23707.3288138313,..,..
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,75496.7540581998,82267.809316159,75719.7528965342,67329.6777910967,89154.2760934922
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1567.64098625255,1620.74285658945,1437.16590678288,1322.31503608163,1505.01019279429
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,16011.6611537815,15948.275862069,15567.0908684974,14016.2474961051,12083.8881491345
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,15185.9724813803,15588.337328687,15826.0823544866,12569.1715435651,14617.6044816372
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2495.13138348767,2584.29876909847,2593.80465015989,2446.06630562295,2672.94579035518
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,6136.0583014952,6242.96145417898,5807.83879407975,5353.34806456279,5891.49996504641
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6676.28422114802,6912.11029696274,6955.80995882668,6056.34390291445,6621.57433601881
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3077.43564004791,3194.67452128933,3413.84792378255,3224.42255131214,3460.53096344408
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,13815.6217986247,15504.5804848188,15699.9113500703,15816.989398397,17999.9099495446
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,21490.429863104,23562.5545228191,23330.817288932,22242.406417972,24567.5092651
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,31108.7605697675,31615.0667918433,32916.866800639,31393.9073690446,32640.710335631
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,59407.6980498883,66264.081168209,62637.2751084291,52315.6600783116,66838.357433014
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,10727.9496853377,12494.4774670309,12958.0755553785,13047.4320617591,14858.2294290445
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10720.3330078125,11287.3603515625,11536.2509765625,10169.0869140625,12194.77734375
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,756.547641107379,769.437310706602,806.879981050775,774.689259444614,822.3479885942
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4261.65378900332,4188.98853207466,4308.27275342784,4042.75122353237,3857.31846401804
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,44885.7971428807,48462.960315443,47287.3983949924,45320.2087156066,..
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1805.52465051182,1950.62935180937,1991.73826385183,2161.31019577016,2360.54355385897
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,20138.1463328409,23318.7381671416,22430.238229402,19539.5658107346,23185.8707917797
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1385.19933288437,1484.2396733777,1462.35433280275,1490.20313694645,1636.89320864296
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,6292.54362926707,7252.40185773992,7417.20364852201,7733.80286920471,9230.17831602601
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,16416.7761942925,16910.6881816609,17253.5056614424,12808.9874683728,14653.3093943039
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,484.446449798852,519.650015592018,506.606894364098,493.478777501977,480.039211301066
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,61150.7271966595,66859.3383447804,65831.1894308765,60729.4503486794,72794.0030226738
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,29369.0568278169,28988.2592085877,..,..,..
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,17585.197002257,19486.3936845505,19383.4810445228,19545.7428171932,21391.9253336042
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,23514.0254604147,26123.7471277911,26016.078683914,25545.2410027136,29291.4006234431
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2283.5761560497,2450.48442847981,2398.77275659429,2222.4656361989,2304.84456746354
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,377.349071976258,379.986002695329,405.786763279583,416.217774718244,446.981559635259
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6734.47515312493,7048.52221139611,6688.78727128797,5741.64312911877,7055.04477598783
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,28185.3213671969,30379.7211126422,29581.5185513299,26959.6754367326,30103.513733191
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,4401.05607475074,4360.58363413213,4082.69461963515,3893.84151516764,4013.68765683604
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,22160.4486143567,22547.9179898057,23219.3314206225,18566.0955863718,18082.6101907478
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,11270.4716144957,11563.837467004,11726.7697662964,8458.1627606739,9414.22623085983
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,8030.58505738777,8399.69401112437,8674.37100857481,8335.25647560551,8666.38704104884
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3188.75,769.869140625,748.010925292969,608.33251953125,751.821350097656
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,6112.85117509336,6730.84688296393,6690.04478601228,4796.53331389928,4869.13422621242
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,53791.5087298403,54589.0603860606,51939.4297445291,52837.9039778149,61028.7380600287
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,82254.3769269767,85217.3691512274,84121.9310304414,85656.322666307,91991.6004583563
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,862.319063807846,1104.39244843571,1116.67924613649,533.3852317094,..
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,844.369364836616,850.668507459992,889.02026237745,852.333670212118,897.047510293411
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,976.212219238281,1010.93762207031,1052.02172851563,1042.0966796875,1099.28759765625
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,6436.79174605157,7124.56454354255,7630.03960991873,6990.93550262041,7066.19054595323
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1283.52585046874,1239.36612167153,1584.26384378261,1660.30833959898,2741.39393111832
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,814.41990710498,883.867832307256,875.932659234798,897.194575433309,973.206129076133
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4367.30204420454,4649.5793900131,4879.0173416227,4606.06455169288,4426.00063706281
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,16094.6667814968,16164.1613326627,15690.9630955493,13871.7982194664,16032.5027680992
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3569.75572524285,3577.12441191204,3477.88377711232,3497.68141046011,3807.13915027254
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,10464.1013990681,9400.77821401543,9103.04337531894,8561.07094781987,9661.23597511355
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,6354.53282979422,6721.34954037245,7344.64823305792,..,..
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,25659.1958638691,26831.9714609396,27795.1485608171,20882.2612702141,20908.5827016004
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,4175.99352406743,4401.13120074687,4949.17388770172,4973.77456126816,5632.00299343641
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,766.177605762572,793.128081123392,823.138950454868,846.767201292225,883.892032311279
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2638.326171875,3096.56176757813,3661.45629882813,3751.74072265625,4835.57177734375
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,43063.9674770763,46722.2687183733,45376.1708381558,37629.1741687956,44315.5541834116
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,40621.334478632,43306.3083049317,42747.080460496,40318.5575660493,46510.2827819127
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,59907.754260885,62823.309438197,65120.3946628653,63530.633483909,70248.6290002242
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,18769.787523012,18825.2838068916,17859.9314960921,15619.5426555695,17313.1883484186
